Transaction ID,Date,Time,Customer ID,Direction,Corridor,From Currency,To Currency,INR Amount,Foreign Amount,FX Rate,Value Date,Status,Processing Time (Hours),Exception Flag,Exception Reason,Channel,SLA Breach
HDFC2026480202,2024-08-21,13:06:00,CUST655193,Outward,UK,INR,GBP,294198.0,2755.44,106.77,2024-08-23,Completed,85,No,None,Branch,No
HDFC2026306799,2024-08-22,17:42:00,CUST392662,Inward,UK,GBP,INR,208974.0,1975.55,105.78,2024-08-24,Completed,68,No,None,Branch,No
HDFC2026864104,2024-08-22,14:43:00,CUST128115,Outward,Thailand,INR,THB,702717.0,305529.13,2.3,2024-08-24,Completed,105,No,None,SWIFT,No
HDFC2026988028,2024-08-22,11:25:00,CUST194643,Outward,Australia,INR,AUD,363606.0,6665.55,54.55,2024-08-24,Completed,28,No,None,NEFT,No
HDFC2026712303,2024-08-22,12:30:00,CUST160723,Inward,Australia,AUD,INR,236102.0,4325.8,54.58,2024-08-24,Completed,72,No,None,SWIFT,No
HDFC2026656591,2024-08-22,05:56:00,CUST793927,Inward,USA,USD,INR,188774.0,2306.06,81.86,2024-08-23,Completed,107,No,None,SWIFT,No
HDFC2026661770,2024-08-22,22:33:00,CUST635228,Inward,USA,USD,INR,371944.0,4530.93,82.09,2024-08-23,Completed,80,No,None,NEFT,No
HDFC2026283912,2024-08-22,04:03:00,CUST744084,Outward,UAE,INR,AED,265423.0,11605.73,22.87,2024-08-24,Completed,66,No,None,SWIFT,No
HDFC2026403012,2024-08-22,16:40:00,CUST460041,Inward,Australia,AUD,INR,50000.0,900.74,55.51,2024-08-23,Completed,92,No,None,SWIFT,No
HDFC2026481500,2024-08-22,05:29:00,CUST251750,Inward,USA,USD,INR,146668.0,1733.66,84.6,2024-08-24,Completed,38,No,None,SWIFT,No
HDFC2026841119,2024-08-22,05:28:00,CUST471197,Outward,Singapore,INR,SGD,308647.0,4977.37,62.01,2024-08-23,Completed,59,No,None,NEFT,No
HDFC2026496589,2024-08-22,23:55:00,CUST540946,Outward,UAE,INR,AED,1220231.0,54064.29,22.57,2024-08-23,Pending,40,No,None,NEFT,No
HDFC2026805904,2024-08-22,21:25:00,CUST984846,Outward,USA,INR,USD,94522.0,1124.32,84.07,2024-08-23,Completed,54,No,None,Online,No
HDFC2026492699,2024-08-22,21:06:00,CUST829627,Outward,UAE,INR,AED,366837.0,16117.62,22.76,2024-08-23,Completed,61,No,None,SWIFT,No
HDFC2026462163,2024-08-22,22:39:00,CUST355958,Outward,Thailand,INR,THB,240449.0,102755.98,2.34,2024-08-24,Completed,117,No,None,SWIFT,No
HDFC2026559094,2024-08-22,03:06:00,CUST919621,Outward,USA,INR,USD,477886.0,5659.47,84.44,2024-08-23,Completed,37,No,None,Branch,No
HDFC2026929768,2024-08-22,04:51:00,CUST615980,Outward,UAE,INR,AED,588367.0,26372.34,22.31,2024-08-23,Completed,95,No,None,SWIFT,No
HDFC2026577553,2024-08-22,05:10:00,CUST250373,Inward,UAE,AED,INR,76776.0,3415.3,22.48,2024-08-23,Completed,100,No,None,Branch,No
HDFC2026684536,2024-08-22,12:20:00,CUST773738,Inward,USA,USD,INR,195802.0,2307.9,84.84,2024-08-23,Completed,28,No,None,Branch,No
HDFC2026975698,2024-08-22,05:16:00,CUST393247,Inward,Singapore,SGD,INR,263442.0,4296.18,61.32,2024-08-24,Failed,4,No,None,NEFT,No
HDFC2026333653,2024-08-22,11:15:00,CUST109389,Inward,UK,GBP,INR,59132.0,554.09,106.72,2024-08-23,Pending,37,No,None,SWIFT,No
HDFC2026993631,2024-08-23,18:55:00,CUST648159,Inward,UAE,AED,INR,127725.0,5649.05,22.61,2024-08-25,Completed,104,No,None,NEFT,No
HDFC2026699482,2024-08-23,04:08:00,CUST921767,Outward,UK,INR,GBP,402068.0,3870.13,103.89,2024-08-25,Completed,38,No,None,SWIFT,No
HDFC2026771255,2024-08-23,11:22:00,CUST815533,Outward,Singapore,INR,SGD,572364.0,9089.47,62.97,2024-08-24,Completed,46,No,None,SWIFT,No
HDFC2026212206,2024-08-23,18:51:00,CUST943906,Outward,UAE,INR,AED,259266.0,11356.37,22.83,2024-08-24,Completed,47,No,None,Branch,No
HDFC2026863571,2024-08-23,21:24:00,CUST934876,Inward,USA,USD,INR,67315.0,819.52,82.14,2024-08-25,Completed,66,No,None,NEFT,No
HDFC2026637837,2024-08-23,06:06:00,CUST191528,Inward,USA,USD,INR,137766.0,1668.88,82.55,2024-08-24,Completed,60,No,None,SWIFT,No
HDFC2026537619,2024-08-23,02:07:00,CUST958620,Inward,Canada,CAD,INR,933375.0,15603.06,59.82,2024-08-25,Completed,68,No,None,SWIFT,No
HDFC2026877159,2024-08-23,18:32:00,CUST884034,Outward,Australia,INR,AUD,384220.0,6881.96,55.83,2024-08-24,Completed,71,No,None,SWIFT,No
HDFC2026813753,2024-08-23,07:07:00,CUST494453,Inward,Canada,CAD,INR,279432.0,4648.68,60.11,2024-08-25,Completed,106,No,None,NEFT,No
HDFC2026888678,2024-08-23,05:52:00,CUST291133,Inward,USA,USD,INR,86603.0,1020.42,84.87,2024-08-25,Completed,57,No,None,SWIFT,No
HDFC2026781311,2024-08-23,00:35:00,CUST220871,Inward,USA,USD,INR,127589.0,1544.29,82.62,2024-08-24,Completed,81,No,None,SWIFT,No
HDFC2026214798,2024-08-23,02:22:00,CUST975753,Outward,UAE,INR,AED,183246.0,7929.29,23.11,2024-08-24,Completed,117,No,None,NEFT,No
HDFC2026649037,2024-08-23,09:32:00,CUST399012,Inward,USA,USD,INR,645106.0,7603.8,84.84,2024-08-25,Completed,53,No,None,NEFT,No
HDFC2026169554,2024-08-23,10:58:00,CUST256439,Outward,UK,INR,GBP,125169.0,1185.2,105.61,2024-08-25,Completed,24,No,None,Branch,No
HDFC2026184365,2024-08-23,09:41:00,CUST312987,Inward,Malaysia,MYR,INR,96862.0,5638.07,17.18,2024-08-25,Completed,73,No,None,NEFT,No
HDFC2026590615,2024-08-23,11:15:00,CUST328655,Inward,Singapore,SGD,INR,242496.0,3884.91,62.42,2024-08-25,Completed,56,No,None,SWIFT,No
HDFC2026711795,2024-08-23,03:08:00,CUST434844,Outward,USA,INR,USD,90407.0,1071.81,84.35,2024-08-24,Completed,76,No,None,SWIFT,No
HDFC2026965782,2024-08-23,16:24:00,CUST688903,Outward,USA,INR,USD,516713.0,6300.61,82.01,2024-08-24,Completed,69,No,None,SWIFT,No
HDFC2026886331,2024-08-23,08:56:00,CUST965942,Outward,Canada,INR,CAD,148301.0,2386.95,62.13,2024-08-25,Completed,54,No,None,NEFT,No
HDFC2026216320,2024-08-23,19:07:00,CUST212278,Inward,UAE,AED,INR,341948.0,15211.21,22.48,2024-08-25,Completed,47,No,None,NEFT,No
HDFC2026371417,2024-08-23,22:27:00,CUST531218,Inward,UAE,AED,INR,61744.0,2688.03,22.97,2024-08-25,Completed,84,No,None,NEFT,No
HDFC2026695789,2024-08-23,17:21:00,CUST253448,Inward,Thailand,THB,INR,50000.0,22123.89,2.26,2024-08-25,Completed,39,No,None,SWIFT,No
HDFC2026772989,2024-08-23,19:34:00,CUST851972,Inward,UAE,AED,INR,126138.0,5586.27,22.58,2024-08-24,Completed,88,No,None,SWIFT,No
HDFC2026773943,2024-08-23,08:07:00,CUST469533,Outward,UAE,INR,AED,313665.0,13619.84,23.03,2024-08-24,Completed,94,No,None,SWIFT,No
HDFC2026378131,2024-08-23,20:36:00,CUST540036,Outward,Canada,INR,CAD,336284.0,5467.14,61.51,2024-08-24,Completed,72,No,None,SWIFT,No
HDFC2026443831,2024-08-23,16:39:00,CUST533864,Outward,USA,INR,USD,276940.0,3279.34,84.45,2024-08-24,Completed,52,No,None,SWIFT,No
HDFC2026683233,2024-08-23,04:24:00,CUST801409,Inward,Singapore,SGD,INR,398744.0,6553.98,60.84,2024-08-24,Completed,112,No,None,Branch,No
HDFC2026636340,2024-08-23,02:20:00,CUST499477,Inward,Singapore,SGD,INR,308903.0,4996.01,61.83,2024-08-25,Completed,103,No,None,Branch,No
HDFC2026239578,2024-08-23,16:21:00,CUST514480,Outward,UAE,INR,AED,154538.0,6772.04,22.82,2024-08-25,Completed,44,No,None,SWIFT,No
HDFC2026389621,2024-08-23,13:47:00,CUST711150,Inward,USA,USD,INR,380256.0,4510.21,84.31,2024-08-24,Completed,34,No,None,NEFT,No
HDFC2026802982,2024-08-24,02:57:00,CUST433488,Inward,UAE,AED,INR,50000.0,2242.15,22.3,2024-08-25,Completed,86,No,None,SWIFT,No
HDFC2026329530,2024-08-24,13:51:00,CUST260746,Outward,UAE,INR,AED,67002.0,2899.26,23.11,2024-08-25,Pending,47,No,None,Branch,No
HDFC2026264509,2024-08-24,08:56:00,CUST537582,Inward,Malaysia,MYR,INR,79907.0,4613.57,17.32,2024-08-26,Failed,10,No,None,SWIFT,No
HDFC2026651087,2024-08-24,01:28:00,CUST391902,Outward,USA,INR,USD,969372.0,11807.21,82.1,2024-08-25,Completed,45,No,None,SWIFT,No
HDFC2026855492,2024-08-24,05:42:00,CUST385785,Outward,Singapore,INR,SGD,570241.0,9184.1,62.09,2024-08-26,Completed,61,No,None,Branch,No
HDFC2026983292,2024-08-24,06:50:00,CUST743447,Outward,UK,INR,GBP,226679.0,2138.88,105.98,2024-08-25,Completed,111,No,None,Branch,No
HDFC2026430362,2024-08-24,21:58:00,CUST191786,Outward,UAE,INR,AED,54529.0,2373.92,22.97,2024-08-25,Completed,34,No,None,Branch,No
HDFC2026217582,2024-08-24,03:22:00,CUST708783,Inward,Singapore,SGD,INR,356691.0,5683.41,62.76,2024-08-26,Pending,37,No,None,SWIFT,No
HDFC2026951121,2024-08-24,12:17:00,CUST861289,Inward,USA,USD,INR,148179.0,1761.94,84.1,2024-08-26,Completed,33,No,None,NEFT,No
HDFC2026458005,2024-08-24,04:32:00,CUST692733,Outward,Singapore,INR,SGD,976449.0,15970.71,61.14,2024-08-25,Completed,73,No,None,Branch,No
HDFC2026862538,2024-08-24,22:13:00,CUST559753,Outward,UK,INR,GBP,197727.0,1858.51,106.39,2024-08-26,Completed,32,No,None,SWIFT,No
HDFC2026204980,2024-08-24,16:24:00,CUST199357,Outward,USA,INR,USD,120562.0,1433.21,84.12,2024-08-26,Completed,42,No,None,SWIFT,No
HDFC2026837147,2024-08-24,05:24:00,CUST526025,Outward,UAE,INR,AED,395956.0,17374.11,22.79,2024-08-26,Completed,39,No,None,SWIFT,No
HDFC2026504482,2024-08-24,00:02:00,CUST721924,Inward,USA,USD,INR,451909.0,5337.93,84.66,2024-08-25,Completed,94,No,None,Branch,No
HDFC2026437471,2024-08-24,22:30:00,CUST639420,Inward,UAE,AED,INR,148604.0,6483.6,22.92,2024-08-25,Completed,117,No,None,NEFT,No
HDFC2026989958,2024-08-24,00:41:00,CUST900836,Inward,USA,USD,INR,255230.0,3020.47,84.5,2024-08-25,Completed,34,No,None,Online,No
HDFC2026223489,2024-08-24,13:53:00,CUST716092,Outward,USA,INR,USD,183472.0,2171.27,84.5,2024-08-25,Pending,15,No,None,Branch,No
HDFC2026193674,2024-08-24,00:24:00,CUST209330,Inward,USA,USD,INR,321626.0,3794.55,84.76,2024-08-25,Completed,38,No,None,NEFT,No
HDFC2026841887,2024-08-24,10:43:00,CUST676662,Outward,USA,INR,USD,211389.0,2534.34,83.41,2024-08-26,Pending,6,No,None,SWIFT,No
HDFC2026828380,2024-08-24,02:01:00,CUST356736,Inward,USA,USD,INR,309882.0,3666.37,84.52,2024-08-25,Completed,84,No,None,SWIFT,No
HDFC2026114993,2024-08-24,22:52:00,CUST228894,Inward,USA,USD,INR,333028.0,3914.75,85.07,2024-08-26,Completed,108,No,None,NEFT,No
HDFC2026368186,2024-08-24,16:06:00,CUST931571,Inward,UK,GBP,INR,251107.0,2345.48,107.06,2024-08-25,Completed,90,No,None,SWIFT,No
HDFC2026352876,2024-08-24,10:11:00,CUST511512,Outward,Singapore,INR,SGD,517466.0,8243.84,62.77,2024-08-26,Completed,89,No,None,Branch,No
HDFC2026407572,2024-08-24,02:33:00,CUST876684,Inward,USA,USD,INR,467306.0,5691.22,82.11,2024-08-25,Pending,2,No,None,Branch,No
HDFC2026149292,2024-08-24,11:55:00,CUST283075,Inward,UAE,AED,INR,83766.0,3659.5,22.89,2024-08-25,Completed,101,No,None,NEFT,No
HDFC2026582559,2024-08-24,18:02:00,CUST873105,Inward,Singapore,SGD,INR,784855.0,12585.87,62.36,2024-08-26,Completed,82,No,None,NEFT,No
HDFC2026849870,2024-08-24,23:32:00,CUST829896,Inward,USA,USD,INR,218832.0,2584.83,84.66,2024-08-25,Completed,88,No,None,NEFT,No
HDFC2026857607,2024-08-24,10:50:00,CUST190047,Inward,Thailand,THB,INR,149498.0,65858.15,2.27,2024-08-26,Completed,113,No,None,Branch,No
HDFC2026533929,2024-08-24,13:17:00,CUST115676,Outward,UAE,INR,AED,50000.0,2234.14,22.38,2024-08-25,Completed,97,No,None,SWIFT,No
HDFC2026176377,2024-08-24,11:21:00,CUST635294,Inward,USA,USD,INR,299047.0,3516.96,85.03,2024-08-26,Completed,82,No,None,SWIFT,No
HDFC2026708179,2024-08-24,23:16:00,CUST604786,Inward,Singapore,SGD,INR,828668.0,13203.76,62.76,2024-08-25,Completed,51,No,None,SWIFT,No
HDFC2026230824,2024-08-24,11:59:00,CUST302365,Inward,USA,USD,INR,153460.0,1858.54,82.57,2024-08-26,Completed,26,No,None,SWIFT,No
HDFC2026314396,2024-08-24,18:33:00,CUST281839,Inward,USA,USD,INR,130000.0,1543.21,84.24,2024-08-25,Completed,61,No,None,SWIFT,No
HDFC2026630894,2024-08-24,05:14:00,CUST530105,Inward,USA,USD,INR,124178.0,1471.65,84.38,2024-08-26,Completed,39,No,None,SWIFT,No
HDFC2026240384,2024-08-25,16:32:00,CUST194952,Inward,UK,GBP,INR,568552.0,5414.27,105.01,2024-08-26,Completed,108,No,None,SWIFT,No
HDFC2026360820,2024-08-25,04:59:00,CUST203386,Outward,UAE,INR,AED,597752.0,26321.09,22.71,2024-08-27,Completed,76,No,None,NEFT,No
HDFC2026418940,2024-08-25,15:01:00,CUST141756,Inward,UAE,AED,INR,348577.0,15547.59,22.42,2024-08-27,Completed,24,No,None,SWIFT,No
HDFC2026702127,2024-08-25,23:53:00,CUST353925,Outward,USA,INR,USD,155711.0,1839.25,84.66,2024-08-26,Completed,99,No,None,Branch,No
HDFC2026376955,2024-08-25,01:06:00,CUST952679,Inward,UK,GBP,INR,179667.0,1743.16,103.07,2024-08-27,Completed,61,No,None,SWIFT,No
HDFC2026891196,2024-08-25,23:00:00,CUST906147,Outward,UAE,INR,AED,351477.0,15593.48,22.54,2024-08-26,Completed,40,No,None,SWIFT,No
HDFC2026696613,2024-08-25,22:30:00,CUST275614,Outward,UAE,INR,AED,395946.0,17731.57,22.33,2024-08-26,On-hold,59,No,None,NEFT,No
HDFC2026729631,2024-08-25,15:27:00,CUST605832,Inward,USA,USD,INR,61597.0,732.86,84.05,2024-08-26,Completed,104,No,None,SWIFT,No
HDFC2026266838,2024-08-25,22:07:00,CUST186551,Inward,USA,USD,INR,319097.0,3886.69,82.1,2024-08-26,Completed,30,No,None,SWIFT,No
HDFC2026175297,2024-08-25,12:31:00,CUST811358,Outward,UAE,INR,AED,98655.0,4319.4,22.84,2024-08-26,Completed,106,No,None,Branch,No
HDFC2026127305,2024-08-25,01:00:00,CUST124594,Inward,USA,USD,INR,283809.0,3338.54,85.01,2024-08-27,Pending,30,No,None,Branch,No
HDFC2026552933,2024-08-25,14:55:00,CUST938696,Inward,UAE,AED,INR,432742.0,19362.06,22.35,2024-08-26,Completed,76,No,None,NEFT,No
HDFC2026497252,2024-08-25,10:13:00,CUST134282,Inward,UAE,AED,INR,397174.0,17628.67,22.53,2024-08-27,Completed,86,No,None,SWIFT,No
HDFC2026646438,2024-08-25,06:09:00,CUST921024,Outward,USA,INR,USD,50000.0,591.58,84.52,2024-08-27,Completed,72,No,None,NEFT,No
HDFC2026915509,2024-08-25,20:24:00,CUST388584,Outward,UAE,INR,AED,836520.0,36932.45,22.65,2024-08-26,Completed,25,No,None,SWIFT,No
HDFC2026821066,2024-08-25,19:45:00,CUST199178,Outward,USA,INR,USD,229207.0,2753.24,83.25,2024-08-26,Completed,33,No,None,SWIFT,No
HDFC2026618870,2024-08-25,09:52:00,CUST571288,Inward,USA,USD,INR,365678.0,4314.78,84.75,2024-08-27,Completed,75,No,None,NEFT,No
HDFC2026359447,2024-08-25,00:39:00,CUST259593,Inward,USA,USD,INR,569063.0,6811.86,83.54,2024-08-26,Pending,31,No,None,SWIFT,No
HDFC2026253317,2024-08-25,04:14:00,CUST450306,Inward,UAE,AED,INR,134540.0,5982.21,22.49,2024-08-26,Completed,50,No,None,Branch,No
HDFC2026959130,2024-08-25,19:57:00,CUST211985,Outward,USA,INR,USD,486097.0,5902.1,82.36,2024-08-26,Completed,57,No,None,NEFT,No
HDFC2026899995,2024-08-25,20:11:00,CUST816546,Outward,UAE,INR,AED,215930.0,9558.65,22.59,2024-08-27,Completed,107,No,None,Branch,No
HDFC2026579917,2024-08-25,14:15:00,CUST994762,Inward,Thailand,THB,INR,308731.0,133073.71,2.32,2024-08-27,Completed,82,No,None,SWIFT,No
HDFC2026339357,2024-08-25,05:12:00,CUST384559,Inward,Canada,CAD,INR,316907.0,5206.29,60.87,2024-08-26,Completed,78,No,None,SWIFT,No
HDFC2026215828,2024-08-25,20:44:00,CUST498323,Inward,USA,USD,INR,143539.0,1733.14,82.82,2024-08-26,Completed,77,No,None,Branch,No
HDFC2026576935,2024-08-25,04:55:00,CUST837290,Inward,UK,GBP,INR,306306.0,2883.69,106.22,2024-08-26,Completed,71,No,None,Branch,No
HDFC2026954062,2024-08-25,09:48:00,CUST847892,Inward,Australia,AUD,INR,384903.0,6957.75,55.32,2024-08-27,Completed,46,No,None,SWIFT,No
HDFC2026382467,2024-08-25,07:28:00,CUST205935,Inward,Singapore,SGD,INR,301046.0,4797.55,62.75,2024-08-26,Completed,106,No,None,SWIFT,No
HDFC2026809119,2024-08-26,20:15:00,CUST758641,Outward,Australia,INR,AUD,245019.0,4392.6,55.78,2024-08-28,Completed,70,No,None,SWIFT,No
HDFC2026510033,2024-08-26,02:22:00,CUST191593,Inward,USA,USD,INR,259840.0,3067.77,84.7,2024-08-28,Completed,114,No,None,NEFT,No
HDFC2026128818,2024-08-26,16:04:00,CUST854559,Inward,UAE,AED,INR,398733.0,17480.62,22.81,2024-08-27,Completed,40,No,None,Branch,No
HDFC2026324156,2024-08-26,18:50:00,CUST437181,Outward,USA,INR,USD,143008.0,1708.37,83.71,2024-08-27,Completed,73,No,None,Branch,No
HDFC2026372869,2024-08-26,00:54:00,CUST698338,Outward,USA,INR,USD,605374.0,7377.21,82.06,2024-08-28,Pending,48,No,None,Online,No
HDFC2026379517,2024-08-26,20:11:00,CUST926312,Inward,Thailand,THB,INR,100482.0,44071.05,2.28,2024-08-28,Pending,21,No,None,SWIFT,No
HDFC2026973630,2024-08-26,17:28:00,CUST282523,Inward,USA,USD,INR,847116.0,10336.99,81.95,2024-08-28,Completed,71,No,None,NEFT,No
HDFC2026396474,2024-08-26,22:18:00,CUST339818,Inward,UAE,AED,INR,114292.0,5077.39,22.51,2024-08-28,Pending,10,No,None,Online,No
HDFC2026109301,2024-08-26,01:22:00,CUST603534,Outward,Singapore,INR,SGD,600613.0,9665.48,62.14,2024-08-27,Completed,76,No,None,SWIFT,No
HDFC2026162499,2024-08-26,16:41:00,CUST771947,Inward,USA,USD,INR,68988.0,842.24,81.91,2024-08-28,Completed,116,No,None,Branch,No
HDFC2026651772,2024-08-26,23:56:00,CUST925620,Inward,UAE,AED,INR,124455.0,5583.45,22.29,2024-08-27,Completed,49,No,None,Branch,No
HDFC2026165119,2024-08-26,00:42:00,CUST539233,Inward,USA,USD,INR,214931.0,2599.87,82.67,2024-08-27,Completed,27,No,None,Branch,No
HDFC2026384964,2024-08-26,12:47:00,CUST601885,Inward,USA,USD,INR,331588.0,4031.47,82.25,2024-08-28,Completed,114,No,None,SWIFT,No
HDFC2026863000,2024-08-26,17:58:00,CUST919498,Inward,Canada,CAD,INR,331137.0,5511.6,60.08,2024-08-28,Completed,25,No,None,SWIFT,No
HDFC2026520171,2024-08-26,20:01:00,CUST552498,Outward,UK,INR,GBP,240142.0,2280.98,105.28,2024-08-28,Pending,48,No,None,SWIFT,No
HDFC2026650555,2024-08-26,20:33:00,CUST471128,Outward,Singapore,INR,SGD,266537.0,4285.85,62.19,2024-08-28,Completed,119,No,None,SWIFT,No
HDFC2026506272,2024-08-26,18:37:00,CUST171254,Outward,USA,INR,USD,368491.0,4346.95,84.77,2024-08-27,Completed,60,No,None,Online,No
HDFC2026670410,2024-08-26,00:37:00,CUST865659,Outward,UAE,INR,AED,112325.0,4952.6,22.68,2024-08-28,Completed,119,No,None,SWIFT,No
HDFC2026456100,2024-08-26,17:10:00,CUST372708,Inward,UAE,AED,INR,301628.0,13453.52,22.42,2024-08-27,Completed,33,No,None,SWIFT,No
HDFC2026299591,2024-08-26,13:15:00,CUST149704,Inward,USA,USD,INR,56299.0,675.05,83.4,2024-08-27,Completed,52,No,None,SWIFT,No
HDFC2026562160,2024-08-26,03:41:00,CUST699609,Inward,Singapore,SGD,INR,63805.0,1038.49,61.44,2024-08-28,Completed,27,No,None,SWIFT,No
HDFC2026225549,2024-08-26,07:41:00,CUST331180,Inward,Singapore,SGD,INR,115340.0,1872.4,61.6,2024-08-28,Pending,32,No,None,SWIFT,No
HDFC2026530033,2024-08-26,21:08:00,CUST156102,Inward,UAE,AED,INR,306819.0,13369.02,22.95,2024-08-27,Completed,110,No,None,SWIFT,No
HDFC2026155663,2024-08-26,20:00:00,CUST169832,Inward,USA,USD,INR,86400.0,1044.23,82.74,2024-08-27,Completed,108,No,None,NEFT,No
HDFC2026824538,2024-08-26,04:25:00,CUST685473,Outward,Canada,INR,CAD,498369.0,8085.16,61.64,2024-08-27,Completed,86,No,None,SWIFT,No
HDFC2026506198,2024-08-26,14:03:00,CUST462453,Inward,UAE,AED,INR,187582.0,8267.17,22.69,2024-08-28,Completed,41,No,None,SWIFT,No
HDFC2026675585,2024-08-26,21:04:00,CUST531456,Outward,Australia,INR,AUD,728271.0,13159.94,55.34,2024-08-28,Pending,37,No,None,SWIFT,No
HDFC2026796744,2024-08-26,13:43:00,CUST325217,Inward,UAE,AED,INR,183494.0,8155.29,22.5,2024-08-27,Completed,113,No,None,SWIFT,No
HDFC2026576672,2024-08-26,22:05:00,CUST159420,Outward,USA,INR,USD,60472.0,736.21,82.14,2024-08-28,Pending,4,No,None,NEFT,No
HDFC2026916528,2024-08-27,04:49:00,CUST123635,Outward,Malaysia,INR,MYR,256093.0,14667.41,17.46,2024-08-29,Completed,92,No,None,SWIFT,No
HDFC2026918863,2024-08-27,21:33:00,CUST368486,Inward,Singapore,SGD,INR,125436.0,2023.81,61.98,2024-08-28,Completed,77,No,None,Branch,No
HDFC2026238785,2024-08-27,15:34:00,CUST701290,Outward,UAE,INR,AED,1043435.0,46190.13,22.59,2024-08-28,On-hold,36,No,None,NEFT,No
HDFC2026566449,2024-08-27,08:06:00,CUST463684,Outward,USA,INR,USD,159655.0,1892.77,84.35,2024-08-28,Completed,78,No,None,Branch,No
HDFC2026446506,2024-08-27,23:44:00,CUST485430,Inward,UAE,AED,INR,454155.0,20329.23,22.34,2024-08-28,Completed,82,No,None,Branch,No
HDFC2026242546,2024-08-27,07:50:00,CUST475926,Outward,UAE,INR,AED,479113.0,21369.89,22.42,2024-08-28,Completed,63,No,None,SWIFT,No
HDFC2026601797,2024-08-27,14:49:00,CUST155425,Outward,UAE,INR,AED,193827.0,8684.01,22.32,2024-08-29,Completed,102,No,None,NEFT,No
HDFC2026507512,2024-08-27,21:21:00,CUST554536,Inward,USA,USD,INR,503304.0,6094.01,82.59,2024-08-28,Completed,90,No,None,Branch,No
HDFC2026909017,2024-08-27,11:50:00,CUST849529,Outward,Singapore,INR,SGD,308304.0,4875.14,63.24,2024-08-29,Completed,53,No,None,NEFT,No
HDFC2026246070,2024-08-27,23:29:00,CUST390354,Inward,Singapore,SGD,INR,117961.0,1929.04,61.15,2024-08-28,Completed,88,No,None,SWIFT,No
HDFC2026879677,2024-08-27,14:54:00,CUST989199,Outward,Canada,INR,CAD,297974.0,4963.75,60.03,2024-08-29,Completed,70,No,None,NEFT,No
HDFC2026396383,2024-08-27,19:03:00,CUST766320,Outward,UAE,INR,AED,50000.0,2219.26,22.53,2024-08-28,Failed,18,No,None,SWIFT,No
HDFC2026599694,2024-08-27,10:08:00,CUST856597,Outward,UAE,INR,AED,63541.0,2855.78,22.25,2024-08-29,Completed,56,No,None,SWIFT,No
HDFC2026310649,2024-08-27,09:45:00,CUST668664,Outward,USA,INR,USD,933277.0,11362.03,82.14,2024-08-29,Completed,92,No,None,SWIFT,No
HDFC2026439403,2024-08-27,08:55:00,CUST971733,Inward,Canada,CAD,INR,50000.0,808.02,61.88,2024-08-28,Failed,6,No,None,SWIFT,No
HDFC2026792914,2024-08-27,22:42:00,CUST689267,Outward,USA,INR,USD,564661.0,6840.23,82.55,2024-08-28,Completed,113,No,None,SWIFT,No
HDFC2026402095,2024-08-27,03:11:00,CUST508560,Inward,UAE,AED,INR,192382.0,8611.55,22.34,2024-08-28,Pending,44,No,None,Branch,No
HDFC2026375129,2024-08-27,14:10:00,CUST816216,Inward,UK,GBP,INR,322899.0,3031.06,106.53,2024-08-29,Pending,35,No,None,NEFT,No
HDFC2026250566,2024-08-27,11:19:00,CUST876366,Inward,UAE,AED,INR,271882.0,12137.59,22.4,2024-08-29,Completed,79,No,None,NEFT,No
HDFC2026487758,2024-08-27,23:24:00,CUST823338,Inward,UAE,AED,INR,137078.0,6095.06,22.49,2024-08-29,Completed,66,No,None,SWIFT,No
HDFC2026125540,2024-08-27,05:55:00,CUST477971,Inward,USA,USD,INR,98873.0,1161.84,85.1,2024-08-29,Completed,117,No,None,SWIFT,No
HDFC2026646219,2024-08-27,02:24:00,CUST502651,Inward,Canada,CAD,INR,140682.0,2296.1,61.27,2024-08-28,Completed,115,No,None,NEFT,No
HDFC2026578184,2024-08-27,22:32:00,CUST651166,Inward,UK,GBP,INR,171574.0,1614.51,106.27,2024-08-28,Completed,45,No,None,SWIFT,No
HDFC2026514480,2024-08-27,01:12:00,CUST693614,Inward,UAE,AED,INR,58469.0,2576.86,22.69,2024-08-28,Failed,18,Yes,KYC mismatch,NEFT,No
HDFC2026456823,2024-08-27,22:34:00,CUST797840,Inward,Singapore,SGD,INR,281816.0,4557.92,61.83,2024-08-29,Completed,31,No,None,Branch,No
HDFC2026449479,2024-08-27,01:06:00,CUST645865,Outward,UK,INR,GBP,68240.0,643.59,106.03,2024-08-29,Completed,26,No,None,Branch,No
HDFC2026301872,2024-08-27,01:20:00,CUST426155,Outward,Singapore,INR,SGD,165216.0,2704.47,61.09,2024-08-28,Pending,21,No,None,SWIFT,No
HDFC2026805845,2024-08-27,19:08:00,CUST508763,Outward,UAE,INR,AED,224887.0,9726.95,23.12,2024-08-28,Pending,5,No,None,SWIFT,No
HDFC2026513734,2024-08-27,08:41:00,CUST547785,Inward,UK,GBP,INR,72609.0,678.4,107.03,2024-08-28,Completed,74,No,None,SWIFT,No
HDFC2026764448,2024-08-27,13:16:00,CUST776612,Outward,Singapore,INR,SGD,195329.0,3136.81,62.27,2024-08-29,Completed,99,No,None,Online,No
HDFC2026172058,2024-08-27,09:13:00,CUST921739,Outward,UAE,INR,AED,231465.0,10255.43,22.57,2024-08-28,Completed,56,No,None,SWIFT,No
